name,price,image,info,type,stocks,brand,color
'Hex Wrenches',208.19,'RES/RES/hexWrench8.jpg',"'Hex Wrenches V8  is Americas leading manufacturer of high quality, industrial grade hex keys, made with pride in the U.S.A. since 1950. The Eklind 10111 Hex-L Key allen wrench - 11pc set SAE Inch Sizes .050-1/4 Short series meets the most stringent requirements of professional mechanics, tradespeople, do-it-yourselfers and hobbyists.'",'Hex Wrenches',20,'Ace','Silver'
'Hex Wrenches',373.95,'RES/RES/hexWrench9.jpg',"'Hex Wrenches V9  is Americas leading manufacturer of high quality, industrial grade hex keys, made with pride in the U.S.A. since 1950. The Eklind 10111 Hex-L Key allen wrench - 11pc set SAE Inch Sizes .050-1/4 Short series meets the most stringent requirements of professional mechanics, tradespeople, do-it-yourselfers and hobbyists.'",'Hex Wrenches',24,'Klein','Silver'
'Hex Wrenches',372.68,'RES/RES/hexWrench10.jpg',"'Hex Wrenches V10  is Americas leading manufacturer of high quality, industrial grade hex keys, made with pride in the U.S.A. since 1950. The Eklind 10111 Hex-L Key allen wrench - 11pc set SAE Inch Sizes .050-1/4 Short series meets the most stringent requirements of professional mechanics, tradespeople, do-it-yourselfers and hobbyists.'",'Hex Wrenches',27,'General','Silver'
'Hex Wrenches',233.75,'RES/RES/hexWrench11.jpg',"'Hex Wrenches V11  is Americas leading manufacturer of high quality, industrial grade hex keys, made with pride in the U.S.A. since 1950. The Eklind 10111 Hex-L Key allen wrench - 11pc set SAE Inch Sizes .050-1/4 Short series meets the most stringent requirements of professional mechanics, tradespeople, do-it-yourselfers and hobbyists.'",'Hex Wrenches',12,'Steel Grip','Silver'
'Hex Wrenches',511.19,'RES/RES/hexWrench12.jpg',"'Hex Wrenches V12  is Americas leading manufacturer of high quality, industrial grade hex keys, made with pride in the U.S.A. since 1950. The Eklind 10111 Hex-L Key allen wrench - 11pc set SAE Inch Sizes .050-1/4 Short series meets the most stringent requirements of professional mechanics, tradespeople, do-it-yourselfers and hobbyists.'",'Hex Wrenches',19,'Irwin','Red'
'Hex Wrenches',669.54,'RES/RES/hexWrench13.jpg',"'Hex Wrenches V13  is Americas leading manufacturer of high quality, industrial grade hex keys, made with pride in the U.S.A. since 1950. The Eklind 10111 Hex-L Key allen wrench - 11pc set SAE Inch Sizes .050-1/4 Short series meets the most stringent requirements of professional mechanics, tradespeople, do-it-yourselfers and hobbyists.'",'Hex Wrenches',5,'Picquic','Silver'
'Hex Wrenches',361.9,'RES/RES/hexWrench14.jpg',"'Hex Wrenches V14  is Americas leading manufacturer of high quality, industrial grade hex keys, made with pride in the U.S.A. since 1950. The Eklind 10111 Hex-L Key allen wrench - 11pc set SAE Inch Sizes .050-1/4 Short series meets the most stringent requirements of professional mechanics, tradespeople, do-it-yourselfers and hobbyists.'",'Hex Wrenches',37,'Ifixit','Red'
'Level',296.96,'RES/RES/level1.jpg',"'Level V1 is bestselling level that include 16 inch type 196 levels, 24 inch type 196 levels, 32 inch type 196 levels, 48 inch type 196 levels, 78 inch type 196 levels, 10 inch type 81 torpedo levels and protective level bags for storage and carrying. STABILA’s type 196 spirit levels feature extra-rigid rectangular box beam aluminum profiles with reinforcing ribs, milled and covered measuring surfaces'",'Levels',47,'Irwin','Orange'
'Level',352.47,'RES/RES/level2.jpg',"'Level V2 is bestselling level that include 16 inch type 196 levels, 24 inch type 196 levels, 32 inch type 196 levels, 48 inch type 196 levels, 78 inch type 196 levels, 10 inch type 81 torpedo levels and protective level bags for storage and carrying. STABILA’s type 196 spirit levels feature extra-rigid rectangular box beam aluminum profiles with reinforcing ribs, milled and covered measuring surfaces'",'Levels',47,'General','Orange'
'Level',186.37,'RES/RES/level3.jpg',"'Level V3 is bestselling level that include 16 inch type 196 levels, 24 inch type 196 levels, 32 inch type 196 levels, 48 inch type 196 levels, 78 inch type 196 levels, 10 inch type 81 torpedo levels and protective level bags for storage and carrying. STABILA’s type 196 spirit levels feature extra-rigid rectangular box beam aluminum profiles with reinforcing ribs, milled and covered measuring surfaces'",'Levels',28,'Klein','Yellow'
'Level',482.92,'RES/RES/level4.jpg',"'Level V4 is bestselling level that include 16 inch type 196 levels, 24 inch type 196 levels, 32 inch type 196 levels, 48 inch type 196 levels, 78 inch type 196 levels, 10 inch type 81 torpedo levels and protective level bags for storage and carrying. STABILA’s type 196 spirit levels feature extra-rigid rectangular box beam aluminum profiles with reinforcing ribs, milled and covered measuring surfaces'",'Levels',7,'Great Neck','Yellow'
'Level',442.48,'RES/RES/level5.jpg',"'Level V5 is bestselling level that include 16 inch type 196 levels, 24 inch type 196 levels, 32 inch type 196 levels, 48 inch type 196 levels, 78 inch type 196 levels, 10 inch type 81 torpedo levels and protective level bags for storage and carrying. STABILA’s type 196 spirit levels feature extra-rigid rectangular box beam aluminum profiles with reinforcing ribs, milled and covered measuring surfaces'",'Levels',17,'Dewalt','Orange'
'Level',328.7,'RES/RES/level6.jpg',"'Level V6 is bestselling level that include 16 inch type 196 levels, 24 inch type 196 levels, 32 inch type 196 levels, 48 inch type 196 levels, 78 inch type 196 levels, 10 inch type 81 torpedo levels and protective level bags for storage and carrying. STABILA’s type 196 spirit levels feature extra-rigid rectangular box beam aluminum profiles with reinforcing ribs, milled and covered measuring surfaces'",'Levels',27,'Ace','Silver'
'Level',266.23,'RES/RES/level7.jpg',"'Level V7 is bestselling level that include 16 inch type 196 levels, 24 inch type 196 levels, 32 inch type 196 levels, 48 inch type 196 levels, 78 inch type 196 levels, 10 inch type 81 torpedo levels and protective level bags for storage and carrying. STABILA’s type 196 spirit levels feature extra-rigid rectangular box beam aluminum profiles with reinforcing ribs, milled and covered measuring surfaces'",'Levels',17,'Picquic','Silver'
'Level',420.46,'RES/RES/level8.jpg',"'Level V8 is bestselling level that include 16 inch type 196 levels, 24 inch type 196 levels, 32 inch type 196 levels, 48 inch type 196 levels, 78 inch type 196 levels, 10 inch type 81 torpedo levels and protective level bags for storage and carrying. STABILA’s type 196 spirit levels feature extra-rigid rectangular box beam aluminum profiles with reinforcing ribs, milled and covered measuring surfaces'",'Levels',12,'Craftsman','Silver'
'Level',356.94,'RES/RES/level9.jpg',"'Level V9 is bestselling level that include 16 inch type 196 levels, 24 inch type 196 levels, 32 inch type 196 levels, 48 inch type 196 levels, 78 inch type 196 levels, 10 inch type 81 torpedo levels and protective level bags for storage and carrying. STABILA’s type 196 spirit levels feature extra-rigid rectangular box beam aluminum profiles with reinforcing ribs, milled and covered measuring surfaces'",'Levels',47,'Stanley','Silver'
'Level',316.79,'RES/RES/level10.jpg',"'Level V10 is bestselling level that include 16 inch type 196 levels, 24 inch type 196 levels, 32 inch type 196 levels, 48 inch type 196 levels, 78 inch type 196 levels, 10 inch type 81 torpedo levels and protective level bags for storage and carrying. STABILA’s type 196 spirit levels feature extra-rigid rectangular box beam aluminum profiles with reinforcing ribs, milled and covered measuring surfaces'",'Levels',5,'Olympia','Orange'
'Level',364.42,'RES/RES/level11.jpg',"'Level V11 is bestselling level that include 16 inch type 196 levels, 24 inch type 196 levels, 32 inch type 196 levels, 48 inch type 196 levels, 78 inch type 196 levels, 10 inch type 81 torpedo levels and protective level bags for storage and carrying. STABILA’s type 196 spirit levels feature extra-rigid rectangular box beam aluminum profiles with reinforcing ribs, milled and covered measuring surfaces'",'Levels',4,'Best Way','Yellow'
'Level',503.13,'RES/RES/level12.jpg',"'Level V12 is bestselling level that include 16 inch type 196 levels, 24 inch type 196 levels, 32 inch type 196 levels, 48 inch type 196 levels, 78 inch type 196 levels, 10 inch type 81 torpedo levels and protective level bags for storage and carrying. STABILA’s type 196 spirit levels feature extra-rigid rectangular box beam aluminum profiles with reinforcing ribs, milled and covered measuring surfaces'",'Levels',36,'Steel Grip','Silver'
'Level',518.5,'RES/RES/level13.jpg',"'Level V13 is bestselling level that include 16 inch type 196 levels, 24 inch type 196 levels, 32 inch type 196 levels, 48 inch type 196 levels, 78 inch type 196 levels, 10 inch type 81 torpedo levels and protective level bags for storage and carrying. STABILA’s type 196 spirit levels feature extra-rigid rectangular box beam aluminum profiles with reinforcing ribs, milled and covered measuring surfaces'",'Levels',37,'Home Plus','Yellow'
'Level',204.75,'RES/RES/level14.jpg',"'Level V14 is bestselling level that include 16 inch type 196 levels, 24 inch type 196 levels, 32 inch type 196 levels, 48 inch type 196 levels, 78 inch type 196 levels, 10 inch type 81 torpedo levels and protective level bags for storage and carrying. STABILA’s type 196 spirit levels feature extra-rigid rectangular box beam aluminum profiles with reinforcing ribs, milled and covered measuring surfaces'",'Levels',42,'Ifixit','Silver'
'Nutdriver',259.22,'RES/RES/nutdriver1.jpg',"'Nutdriver V1 is a tool collection or just need an alternative to your ratchet, the Craftsman 7 Piece Standard Nut Driver Set will get the job done. Durable color-coded handles help you grab the tool youre looking for at a glance. Alloy steel sockets and shafts ensure durability and leverage whether youre loosening or tightening.'",'Nutdrivers',34,'Picquic','Black'
'Nutdriver',255.87,'RES/RES/nutdriver2.jpg',"'Nutdriver V2 is a tool collection or just need an alternative to your ratchet, the Craftsman 7 Piece Standard Nut Driver Set will get the job done. Durable color-coded handles help you grab the tool youre looking for at a glance. Alloy steel sockets and shafts ensure durability and leverage whether youre loosening or tightening.'",'Nutdrivers',34,'Ace','Clear'
'Nutdriver',151.53,'RES/RES/nutdriver3.jpg',"'Nutdriver V3 is a tool collection or just need an alternative to your ratchet, the Craftsman 7 Piece Standard Nut Driver Set will get the job done. Durable color-coded handles help you grab the tool youre looking for at a glance. Alloy steel sockets and shafts ensure durability and leverage whether youre loosening or tightening.'",'Nutdrivers',30,'Stanley','Black'
'Nutdriver',314.53,'RES/RES/nutdriver4.jpg',"'Nutdriver V4 is a tool collection or just need an alternative to your ratchet, the Craftsman 7 Piece Standard Nut Driver Set will get the job done. Durable color-coded handles help you grab the tool youre looking for at a glance. Alloy steel sockets and shafts ensure durability and leverage whether youre loosening or tightening.'",'Nutdrivers',23,'Klein','Grey'
'Nutdriver',301.57,'RES/RES/nutdriver5.jpg',"'Nutdriver V5 is a tool collection or just need an alternative to your ratchet, the Craftsman 7 Piece Standard Nut Driver Set will get the job done. Durable color-coded handles help you grab the tool youre looking for at a glance. Alloy steel sockets and shafts ensure durability and leverage whether youre loosening or tightening.'",'Nutdrivers',16,'Olympia','Black'
'Nutdriver',113.24,'RES/RES/nutdriver6.jpg',"'Nutdriver V6 is a tool collection or just need an alternative to your ratchet, the Craftsman 7 Piece Standard Nut Driver Set will get the job done. Durable color-coded handles help you grab the tool youre looking for at a glance. Alloy steel sockets and shafts ensure durability and leverage whether youre loosening or tightening.'",'Nutdrivers',20,'Ifixit','Red'
'Nutdriver',408.9,'RES/RES/nutdriver7.jpg',"'Nutdriver V7 is a tool collection or just need an alternative to your ratchet, the Craftsman 7 Piece Standard Nut Driver Set will get the job done. Durable color-coded handles help you grab the tool youre looking for at a glance. Alloy steel sockets and shafts ensure durability and leverage whether youre loosening or tightening.'",'Nutdrivers',29,'Craftsman','Red'
'Nutdriver',334.02,'RES/RES/nutdriver8.jpg',"'Nutdriver V8 is a tool collection or just need an alternative to your ratchet, the Craftsman 7 Piece Standard Nut Driver Set will get the job done. Durable color-coded handles help you grab the tool youre looking for at a glance. Alloy steel sockets and shafts ensure durability and leverage whether youre loosening or tightening.'",'Nutdrivers',50,'General','Red'
'Nutdriver',304.42,'RES/RES/nutdriver9.jpg',"'Nutdriver V9 is a tool collection or just need an alternative to your ratchet, the Craftsman 7 Piece Standard Nut Driver Set will get the job done. Durable color-coded handles help you grab the tool youre looking for at a glance. Alloy steel sockets and shafts ensure durability and leverage whether youre loosening or tightening.'",'Nutdrivers',34,'Dewalt','Red'
'Nutdriver',367.74,'RES/RES/nutdriver10.jpg',"'Nutdriver V10 is a tool collection or just need an alternative to your ratchet, the Craftsman 7 Piece Standard Nut Driver Set will get the job done. Durable color-coded handles help you grab the tool youre looking for at a glance. Alloy steel sockets and shafts ensure durability and leverage whether youre loosening or tightening.'",'Nutdrivers',12,'Irwin','Black'
'Nutdriver',264.41,'RES/RES/nutdriver11.jpg',"'Nutdriver V11 is a tool collection or just need an alternative to your ratchet, the Craftsman 7 Piece Standard Nut Driver Set will get the job done. Durable color-coded handles help you grab the tool youre looking for at a glance. Alloy steel sockets and shafts ensure durability and leverage whether youre loosening or tightening.'",'Nutdrivers',24,'Best Way','Black'
'Nutdriver',379.64,'RES/RES/nutdriver12.jpg',"'Nutdriver V12 is a tool collection or just need an alternative to your ratchet, the Craftsman 7 Piece Standard Nut Driver Set will get the job done. Durable color-coded handles help you grab the tool youre looking for at a glance. Alloy steel sockets and shafts ensure durability and leverage whether youre loosening or tightening.'",'Nutdrivers',37,'Home Plus','Red'
'Nutdriver',346.04,'RES/RES/nutdriver13.jpg',"'Nutdriver V13 is a tool collection or just need an alternative to your ratchet, the Craftsman 7 Piece Standard Nut Driver Set will get the job done. Durable color-coded handles help you grab the tool youre looking for at a glance. Alloy steel sockets and shafts ensure durability and leverage whether youre loosening or tightening.'",'Nutdrivers',48,'Great Neck','Clear'
'Nutdriver',153.86,'RES/RES/nutdriver14.jpg',"'Nutdriver V14 is a tool collection or just need an alternative to your ratchet, the Craftsman 7 Piece Standard Nut Driver Set will get the job done. Durable color-coded handles help you grab the tool youre looking for at a glance. Alloy steel sockets and shafts ensure durability and leverage whether youre loosening or tightening.'",'Nutdrivers',36,'Steel Grip','Grey'
'Plane',883.79,'RES/RES/plane1.jpg',"'Plane V1 is precise and durable. Its cutter rests at 21 angle for cross-grain planing. With machined sides, adjustable cutter, case-iron base with precision ground sides and bottom, epoxy coating and finger rest, this tool is built to deliver clean, precise cuts and to last for several generations.'",'Planes',10,'Picquic','Silver'
'Plane',884.25,'RES/RES/plane2.jpg',"'Plane V2 is precise and durable. Its cutter rests at 21 angle for cross-grain planing. With machined sides, adjustable cutter, case-iron base with precision ground sides and bottom, epoxy coating and finger rest, this tool is built to deliver clean, precise cuts and to last for several generations.'",'Planes',21,'Craftsman','Silver'
'Plane',814.2,'RES/RES/plane3.jpg',"'Plane V3 is precise and durable. Its cutter rests at 21 angle for cross-grain planing. With machined sides, adjustable cutter, case-iron base with precision ground sides and bottom, epoxy coating and finger rest, this tool is built to deliver clean, precise cuts and to last for several generations.'",'Planes',41,'Home Plus','Blue'
'Plane',647.53,'RES/RES/plane4.jpg',"'Plane V4 is precise and durable. Its cutter rests at 21 angle for cross-grain planing. With machined sides, adjustable cutter, case-iron base with precision ground sides and bottom, epoxy coating and finger rest, this tool is built to deliver clean, precise cuts and to last for several generations.'",'Planes',38,'Ifixit','Black'
'Plane',609.27,'RES/RES/plane5.jpg',"'Plane V5 is precise and durable. Its cutter rests at 21 angle for cross-grain planing. With machined sides, adjustable cutter, case-iron base with precision ground sides and bottom, epoxy coating and finger rest, this tool is built to deliver clean, precise cuts and to last for several generations.'",'Planes',32,'Irwin','Black'
'Plane',639.25,'RES/RES/plane6.jpg',"'Plane V6 is precise and durable. Its cutter rests at 21 angle for cross-grain planing. With machined sides, adjustable cutter, case-iron base with precision ground sides and bottom, epoxy coating and finger rest, this tool is built to deliver clean, precise cuts and to last for several generations.'",'Planes',28,'Steel Grip','Silver'
'Plane',526.19,'RES/RES/plane7.jpg',"'Plane V7 is precise and durable. Its cutter rests at 21 angle for cross-grain planing. With machined sides, adjustable cutter, case-iron base with precision ground sides and bottom, epoxy coating and finger rest, this tool is built to deliver clean, precise cuts and to last for several generations.'",'Planes',45,'Great Neck','Blue'
'Plane',939.22,'RES/RES/plane8.jpg',"'Plane V8 is precise and durable. Its cutter rests at 21 angle for cross-grain planing. With machined sides, adjustable cutter, case-iron base with precision ground sides and bottom, epoxy coating and finger rest, this tool is built to deliver clean, precise cuts and to last for several generations.'",'Planes',38,'Klein','Black'
'Plane',423.81,'RES/RES/plane9.jpg',"'Plane V9 is precise and durable. Its cutter rests at 21 angle for cross-grain planing. With machined sides, adjustable cutter, case-iron base with precision ground sides and bottom, epoxy coating and finger rest, this tool is built to deliver clean, precise cuts and to last for several generations.'",'Planes',24,'Dewalt','Blue'
'Plane',366.16,'RES/RES/plane10.jpg',"'Plane V10 is precise and durable. Its cutter rests at 21 angle for cross-grain planing. With machined sides, adjustable cutter, case-iron base with precision ground sides and bottom, epoxy coating and finger rest, this tool is built to deliver clean, precise cuts and to last for several generations.'",'Planes',41,'General','Yellow'
'Plane',426.85,'RES/RES/plane11.jpg',"'Plane V11 is precise and durable. Its cutter rests at 21 angle for cross-grain planing. With machined sides, adjustable cutter, case-iron base with precision ground sides and bottom, epoxy coating and finger rest, this tool is built to deliver clean, precise cuts and to last for several generations.'",'Planes',28,'Olympia','Blue'
'Plane',911.84,'RES/RES/plane12.jpg',"'Plane V12 is precise and durable. Its cutter rests at 21 angle for cross-grain planing. With machined sides, adjustable cutter, case-iron base with precision ground sides and bottom, epoxy coating and finger rest, this tool is built to deliver clean, precise cuts and to last for several generations.'",'Planes',5,'Best Way','Black'
'Plane',761.39,'RES/RES/plane13.jpg',"'Plane V13 is precise and durable. Its cutter rests at 21 angle for cross-grain planing. With machined sides, adjustable cutter, case-iron base with precision ground sides and bottom, epoxy coating and finger rest, this tool is built to deliver clean, precise cuts and to last for several generations.'",'Planes',23,'Stanley','Silver'
'Plane',635,'RES/RES/plane14.jpg',"'Plane V14 is precise and durable. Its cutter rests at 21 angle for cross-grain planing. With machined sides, adjustable cutter, case-iron base with precision ground sides and bottom, epoxy coating and finger rest, this tool is built to deliver clean, precise cuts and to last for several generations.'",'Planes',6,'Ace','Silver'
'Punch',420.23,'RES/RES/punch1.jpg',"'Punch V1 includes punches designed for removing pins, keys, rivets and other alignment parts. Their hexagonal stocks keep them from rolling off flat surfaces when not in use. Crafted from high-grade domestic steel, these punches deliver fast, clean pin removal with a handcrafted working edge.'",'Punches',20,'Klein','Silver'
'Punch',371.03,'RES/RES/punch2.jpg',"'Punch V2 includes punches designed for removing pins, keys, rivets and other alignment parts. Their hexagonal stocks keep them from rolling off flat surfaces when not in use. Crafted from high-grade domestic steel, these punches deliver fast, clean pin removal with a handcrafted working edge.'",'Punches',32,'Craftsman','Blue'
'Punch',196.93,'RES/RES/punch3.jpg',"'Punch V3 includes punches designed for removing pins, keys, rivets and other alignment parts. Their hexagonal stocks keep them from rolling off flat surfaces when not in use. Crafted from high-grade domestic steel, these punches deliver fast, clean pin removal with a handcrafted working edge.'",'Punches',39,'Dewalt','Blue'
'Punch',420.28,'RES/RES/punch4.jpg',"'Punch V4 includes punches designed for removing pins, keys, rivets and other alignment parts. Their hexagonal stocks keep them from rolling off flat surfaces when not in use. Crafted from high-grade domestic steel, these punches deliver fast, clean pin removal with a handcrafted working edge.'",'Punches',24,'Ace','Yellow'
'Punch',278.56,'RES/RES/punch5.jpg',"'Punch V5 includes punches designed for removing pins, keys, rivets and other alignment parts. Their hexagonal stocks keep them from rolling off flat surfaces when not in use. Crafted from high-grade domestic steel, these punches deliver fast, clean pin removal with a handcrafted working edge.'",'Punches',2,'Steel Grip','Silver'
'Punch',312.83,'RES/RES/punch6.jpg',"'Punch V6 includes punches designed for removing pins, keys, rivets and other alignment parts. Their hexagonal stocks keep them from rolling off flat surfaces when not in use. Crafted from high-grade domestic steel, these punches deliver fast, clean pin removal with a handcrafted working edge.'",'Punches',25,'Picquic','Silver'
'Punch',275.79,'RES/RES/punch7.jpg',"'Punch V7 includes punches designed for removing pins, keys, rivets and other alignment parts. Their hexagonal stocks keep them from rolling off flat surfaces when not in use. Crafted from high-grade domestic steel, these punches deliver fast, clean pin removal with a handcrafted working edge.'",'Punches',9,'General','Silver'
'Punch',189.46,'RES/RES/punch8.jpg',"'Punch V8 includes punches designed for removing pins, keys, rivets and other alignment parts. Their hexagonal stocks keep them from rolling off flat surfaces when not in use. Crafted from high-grade domestic steel, these punches deliver fast, clean pin removal with a handcrafted working edge.'",'Punches',30,'Ifixit','Blue'
'Punch',441.57,'RES/RES/punch9.jpg',"'Punch V9 includes punches designed for removing pins, keys, rivets and other alignment parts. Their hexagonal stocks keep them from rolling off flat surfaces when not in use. Crafted from high-grade domestic steel, these punches deliver fast, clean pin removal with a handcrafted working edge.'",'Punches',9,'Home Plus','Red'
'Punch',254.48,'RES/RES/punch10.jpg',"'Punch V10 includes punches designed for removing pins, keys, rivets and other alignment parts. Their hexagonal stocks keep them from rolling off flat surfaces when not in use. Crafted from high-grade domestic steel, these punches deliver fast, clean pin removal with a handcrafted working edge.'",'Punches',33,'Stanley','Silver'
'Punch',465,'RES/RES/punch11.jpg',"'Punch V11 includes punches designed for removing pins, keys, rivets and other alignment parts. Their hexagonal stocks keep them from rolling off flat surfaces when not in use. Crafted from high-grade domestic steel, these punches deliver fast, clean pin removal with a handcrafted working edge.'",'Punches',25,'Great Neck','Silver'
'Punch',179.11,'RES/RES/punch12.jpg',"'Punch V12 includes punches designed for removing pins, keys, rivets and other alignment parts. Their hexagonal stocks keep them from rolling off flat surfaces when not in use. Crafted from high-grade domestic steel, these punches deliver fast, clean pin removal with a handcrafted working edge.'",'Punches',36,'Best Way','Red'
'Punch',398.35,'RES/RES/punch13.jpg',"'Punch V13 includes punches designed for removing pins, keys, rivets and other alignment parts. Their hexagonal stocks keep them from rolling off flat surfaces when not in use. Crafted from high-grade domestic steel, these punches deliver fast, clean pin removal with a handcrafted working edge.'",'Punches',37,'Olympia','Yellow'
'Punch',296.06,'RES/RES/punch14.jpg',"'Punch V14 includes punches designed for removing pins, keys, rivets and other alignment parts. Their hexagonal stocks keep them from rolling off flat surfaces when not in use. Crafted from high-grade domestic steel, these punches deliver fast, clean pin removal with a handcrafted working edge.'",'Punches',7,'Irwin','Blue'
'Ratchet',486.45,'RES/RES/ratchet1.jpg',"'Ratchet V1 with the V-Series 1/4 in., 3/8 in., and 1/2 in. Drive Comfort Grip Long Flex Head Ratchets. Make contact with difficult-to-access fasteners easily with the ratchets’ 180° articulating head. Get more work done with less hand strain as the bi-material handles provide comfort and reduce work fatigue. '",'Ratchets',45,'Best Way','Black'
'Ratchet',867.21,'RES/RES/ratchet2.jpg',"'Ratchet V2 with the V-Series 1/4 in., 3/8 in., and 1/2 in. Drive Comfort Grip Long Flex Head Ratchets. Make contact with difficult-to-access fasteners easily with the ratchets’ 180° articulating head. Get more work done with less hand strain as the bi-material handles provide comfort and reduce work fatigue. '",'Ratchets',43,'Great Neck','Silver'
'Ratchet',859.41,'RES/RES/ratchet3.jpg',"'Ratchet V3 with the V-Series 1/4 in., 3/8 in., and 1/2 in. Drive Comfort Grip Long Flex Head Ratchets. Make contact with difficult-to-access fasteners easily with the ratchets’ 180° articulating head. Get more work done with less hand strain as the bi-material handles provide comfort and reduce work fatigue. '",'Ratchets',39,'Steel Grip','Black'
'Ratchet',584.11,'RES/RES/ratchet4.jpg',"'Ratchet V4 with the V-Series 1/4 in., 3/8 in., and 1/2 in. Drive Comfort Grip Long Flex Head Ratchets. Make contact with difficult-to-access fasteners easily with the ratchets’ 180° articulating head. Get more work done with less hand strain as the bi-material handles provide comfort and reduce work fatigue. '",'Ratchets',7,'Ifixit','Black'
'Ratchet',854.84,'RES/RES/ratchet5.jpg',"'Ratchet V5 with the V-Series 1/4 in., 3/8 in., and 1/2 in. Drive Comfort Grip Long Flex Head Ratchets. Make contact with difficult-to-access fasteners easily with the ratchets’ 180° articulating head. Get more work done with less hand strain as the bi-material handles provide comfort and reduce work fatigue. '",'Ratchets',10,'Klein','Silver'
'Ratchet',721.28,'RES/RES/ratchet6.jpg',"'Ratchet V6 with the V-Series 1/4 in., 3/8 in., and 1/2 in. Drive Comfort Grip Long Flex Head Ratchets. Make contact with difficult-to-access fasteners easily with the ratchets’ 180° articulating head. Get more work done with less hand strain as the bi-material handles provide comfort and reduce work fatigue. '",'Ratchets',14,'Stanley','Silver'
'Ratchet',475.45,'RES/RES/ratchet7.jpg',"'Ratchet V7 with the V-Series 1/4 in., 3/8 in., and 1/2 in. Drive Comfort Grip Long Flex Head Ratchets. Make contact with difficult-to-access fasteners easily with the ratchets’ 180° articulating head. Get more work done with less hand strain as the bi-material handles provide comfort and reduce work fatigue. '",'Ratchets',4,'Ace','Black'
'Ratchet',660.46,'RES/RES/ratchet8.jpg',"'Ratchet V8 with the V-Series 1/4 in., 3/8 in., and 1/2 in. Drive Comfort Grip Long Flex Head Ratchets. Make contact with difficult-to-access fasteners easily with the ratchets’ 180° articulating head. Get more work done with less hand strain as the bi-material handles provide comfort and reduce work fatigue. '",'Ratchets',5,'Dewalt','Black'
'Ratchet',423.2,'RES/RES/ratchet9.jpg',"'Ratchet V9 with the V-Series 1/4 in., 3/8 in., and 1/2 in. Drive Comfort Grip Long Flex Head Ratchets. Make contact with difficult-to-access fasteners easily with the ratchets’ 180° articulating head. Get more work done with less hand strain as the bi-material handles provide comfort and reduce work fatigue. '",'Ratchets',28,'Craftsman','Black'
'Ratchet',812.19,'RES/RES/ratchet10.jpg',"'Ratchet V10 with the V-Series 1/4 in., 3/8 in., and 1/2 in. Drive Comfort Grip Long Flex Head Ratchets. Make contact with difficult-to-access fasteners easily with the ratchets’ 180° articulating head. Get more work done with less hand strain as the bi-material handles provide comfort and reduce work fatigue. '",'Ratchets',17,'Olympia','Silver'
'Ratchet',747.1,'RES/RES/ratchet11.jpg',"'Ratchet V11 with the V-Series 1/4 in., 3/8 in., and 1/2 in. Drive Comfort Grip Long Flex Head Ratchets. Make contact with difficult-to-access fasteners easily with the ratchets’ 180° articulating head. Get more work done with less hand strain as the bi-material handles provide comfort and reduce work fatigue. '",'Ratchets',4,'General','Black'
'Ratchet',580.98,'RES/RES/ratchet12.jpg',"'Ratchet V12 with the V-Series 1/4 in., 3/8 in., and 1/2 in. Drive Comfort Grip Long Flex Head Ratchets. Make contact with difficult-to-access fasteners easily with the ratchets’ 180° articulating head. Get more work done with less hand strain as the bi-material handles provide comfort and reduce work fatigue. '",'Ratchets',36,'Picquic','Silver'
'Ratchet',778.02,'RES/RES/ratchet13.jpg',"'Ratchet V13 with the V-Series 1/4 in., 3/8 in., and 1/2 in. Drive Comfort Grip Long Flex Head Ratchets. Make contact with difficult-to-access fasteners easily with the ratchets’ 180° articulating head. Get more work done with less hand strain as the bi-material handles provide comfort and reduce work fatigue. '",'Ratchets',46,'Home Plus','Silver'
'Ratchet',473.09,'RES/RES/ratchet14.jpg',"'Ratchet V14 with the V-Series 1/4 in., 3/8 in., and 1/2 in. Drive Comfort Grip Long Flex Head Ratchets. Make contact with difficult-to-access fasteners easily with the ratchets’ 180° articulating head. Get more work done with less hand strain as the bi-material handles provide comfort and reduce work fatigue. '",'Ratchets',33,'Irwin','Black'
'Screwdriver',236.69,'RES/RES/screwdriver1.jpg',"'Screwdriver V1 delivers 2 times the speed of a standard ratcheting screwdriver with its patented SpeedDrive technology. SpeedDrives fluid ratcheting action continuously drives or loosens fasteners with each left and right turn of the handle. The ergonomic bi-material handle is designed to optimize speed, torque, and precision with in-handle storage for quick and convenient access to bits.'",'Screwdrivers',29,'Irwin','Black'
'Screwdriver',372.8,'RES/RES/screwdriver2.jpg',"'Screwdriver V2 delivers 2 times the speed of a standard ratcheting screwdriver with its patented SpeedDrive technology. SpeedDrives fluid ratcheting action continuously drives or loosens fasteners with each left and right turn of the handle. The ergonomic bi-material handle is designed to optimize speed, torque, and precision with in-handle storage for quick and convenient access to bits.'",'Screwdrivers',31,'Great Neck','Black'
'Screwdriver',295.62,'RES/RES/screwdriver3.jpg',"'Screwdriver V3 delivers 2 times the speed of a standard ratcheting screwdriver with its patented SpeedDrive technology. SpeedDrives fluid ratcheting action continuously drives or loosens fasteners with each left and right turn of the handle. The ergonomic bi-material handle is designed to optimize speed, torque, and precision with in-handle storage for quick and convenient access to bits.'",'Screwdrivers',12,'Best Way','Red'
